Entry Name	Length	organism
CD5L_HUMAN	347	human
S28A2_HUMAN	658	human
CREB3_HUMAN	371	human
XPP2_HUMAN	674	human
KIF1C_HUMAN	1103	human
TLL1_HUMAN	1013	human
PRIC3_HUMAN	615	human
GAS2_HUMAN	313	human
EXTL3_HUMAN	919	human
ORC5_HUMAN	435	human
TYOBP_HUMAN	113	human
VEGFD_HUMAN	354	human
CHST1_HUMAN	411	human
AIRE_HUMAN	545	human
NDUS5_HUMAN	106	human
EFNA2_HUMAN	213	human
PDE6D_HUMAN	150	human
CXL13_HUMAN	109	human
ORC4_HUMAN	436	human
PRKY_HUMAN	277	human
PEX1_HUMAN	1283	human
RAD21_HUMAN	631	human
AK1BA_HUMAN	316	human
TIM8A_HUMAN	97	human
KALRN_HUMAN	2986	human
DHX16_HUMAN	1041	human
ZNRD2_HUMAN	199	human
TM11D_HUMAN	418	human
MYPT2_HUMAN	982	human
BNI3L_HUMAN	219	human
3BP5_HUMAN	455	human
PLIN1_HUMAN	522	human
AGRB2_HUMAN	1585	human
AGRB3_HUMAN	1522	human
H6ST1_HUMAN	411	human
MED14_HUMAN	1454	human
SOX15_HUMAN	233	human
KPRB_HUMAN	369	human
FGF17_HUMAN	216	human
KLK8_HUMAN	260	human
PRKN_HUMAN	465	human
SMCA5_HUMAN	1052	human
ADCY3_HUMAN	1144	human
GRIN2_HUMAN	458	human
JIP4_HUMAN	1321	human
ZN292_HUMAN	2723	human
KIF5C_HUMAN	957	human
ST18_HUMAN	1047	human
NUAK1_HUMAN	661	human
MGRN1_HUMAN	552	human
SI1L3_HUMAN	1781	human
ZC3H1_HUMAN	1989	human
TYW4_HUMAN	686	human
TRAK2_HUMAN	914	human
KATIP_HUMAN	1618	human
ZN500_HUMAN	480	human
AQR_HUMAN	1485	human
MAST3_HUMAN	1309	human
CE104_HUMAN	925	human
AT10A_HUMAN	1499	human
OPA1_HUMAN	960	human
ZEB2_HUMAN	1214	human
GANP_HUMAN	1980	human
PI51C_HUMAN	668	human
KIF1B_HUMAN	1816	human
MABP1_HUMAN	1514	human
MARH6_HUMAN	910	human
KDM1A_HUMAN	852	human
TBCD4_HUMAN	1298	human
PHLP1_HUMAN	1717	human
FZD6_HUMAN	706	human
NUPR1_HUMAN	82	human
CCG3_HUMAN	315	human
HBP1_HUMAN	514	human
GDF9_HUMAN	454	human
NMD3B_HUMAN	1043	human
NOBOX_HUMAN	691	human
AT8B3_HUMAN	1300	human
FADS1_HUMAN	444	human
PEPL_HUMAN	1756	human
GSDME_HUMAN	496	human
EVI5_HUMAN	810	human
LY75_HUMAN	1722	human
NRP2_HUMAN	931	human
DSCAM_HUMAN	2012	human
MA1A2_HUMAN	641	human
BRNP1_HUMAN	761	human
G137B_HUMAN	399	human
DLX3_HUMAN	287	human
ZIC3_HUMAN	467	human
PLXC1_HUMAN	1568	human
MPZL2_HUMAN	215	human
ACSL4_HUMAN	711	human
SNX3_HUMAN	162	human
CUBN_HUMAN	3623	human
DOK2_HUMAN	412	human
STX10_HUMAN	249	human
NPHN_HUMAN	1241	human
OGA_HUMAN	916	human
ADCY9_HUMAN	1353	human
VINEX_HUMAN	671	human
HNRPQ_HUMAN	623	human
TPST1_HUMAN	370	human
PRP17_HUMAN	579	human
B4GT3_HUMAN	393	human
B4GT4_HUMAN	344	human
4EBP3_HUMAN	100	human
CRBL2_HUMAN	120	human
NEMF_HUMAN	1076	human
CIDEA_HUMAN	219	human
GMDS_HUMAN	372	human
FOXD2_HUMAN	495	human
NMT2_HUMAN	498	human
CCNT1_HUMAN	726	human
GREM1_HUMAN	184	human
BUB1B_HUMAN	1050	human
PLOD3_HUMAN	738	human
IF4E2_HUMAN	245	human
CCNT2_HUMAN	730	human
TLR5_HUMAN	858	human
TLR2_HUMAN	784	human
GFRA3_HUMAN	400	human
DIAP1_HUMAN	1272	human
SEP15_HUMAN	165	human
TSN1_HUMAN	241	human
TSN2_HUMAN	221	human
AP180_HUMAN	907	human
EXOC3_HUMAN	745	human
UD19_HUMAN	530	human
PDE8A_HUMAN	829	human
KLH41_HUMAN	606	human
LMX1B_HUMAN	402	human
PLIN3_HUMAN	434	human
FCMR_HUMAN	390	human
MOT2_HUMAN	478	human
RAD1_HUMAN	282	human
REV3L_HUMAN	3130	human
JAK2_HUMAN	1132	human
MAFK_HUMAN	156	human
ANM3_HUMAN	531	human
MUSC_HUMAN	206	human
PEX10_HUMAN	326	human
IMA7_HUMAN	536	human
SRPX2_HUMAN	465	human
UGDH_HUMAN	494	human
TPST2_HUMAN	377	human
ABCC9_HUMAN	1549	human
LPXN_HUMAN	386	human
CTND1_HUMAN	968	human
NCKX1_HUMAN	1099	human
ICMT_HUMAN	284	human
CC14B_HUMAN	498	human
PLPL9_HUMAN	806	human
HCN1_HUMAN	890	human
SNX2_HUMAN	519	human
GALR3_HUMAN	368	human
CYTIP_HUMAN	359	human
HPGDS_HUMAN	199	human
DPM1_HUMAN	260	human
USO1_HUMAN	962	human
S19A2_HUMAN	497	human
RT14_HUMAN	128	human
TOM1_HUMAN	492	human
TBX19_HUMAN	448	human
HNRC1_HUMAN	293	human
H2B1K_HUMAN	126	human
F262_HUMAN	505	human
CCD22_HUMAN	627	human
PQBP1_HUMAN	265	human
PAGE4_HUMAN	102	human
TI17B_HUMAN	172	human
PRAF2_HUMAN	178	human
DKC1_HUMAN	514	human
CAC1F_HUMAN	1977	human
IF2P_HUMAN	1220	human
ZG16_HUMAN	167	human
TRI13_HUMAN	407	human
GAS7_HUMAN	476	human
EDF1_HUMAN	148	human
KIN17_HUMAN	393	human
DIAP2_HUMAN	1101	human
SH21A_HUMAN	128	human
MMP20_HUMAN	483	human
G37L1_HUMAN	481	human
DNJA2_HUMAN	412	human
BRD4_HUMAN	1362	human
CUTA_HUMAN	179	human
OPHN1_HUMAN	802	human
RAMP1_HUMAN	148	human
RAMP2_HUMAN	175	human
RAMP3_HUMAN	148	human
SHOX2_HUMAN	331	human
NSMA_HUMAN	423	human
TBL1X_HUMAN	577	human
B4GT2_HUMAN	372	human
CATL2_HUMAN	334	human
HUS1_HUMAN	280	human
PFD1_HUMAN	122	human
PP1RB_HUMAN	126	human
KCJ13_HUMAN	360	human
RNH1_HUMAN	286	human
CTNS_HUMAN	367	human
NBN_HUMAN	754	human
NOL3_HUMAN	208	human
KERA_HUMAN	352	human
SCN2B_HUMAN	215	human
DTNB_HUMAN	627	human
MCE1_HUMAN	597	human
FCG3B_HUMAN	233	human
LIRA1_HUMAN	489	human
LIRB3_HUMAN	631	human
LIRB5_HUMAN	590	human
ABCB7_HUMAN	752	human
MITF_HUMAN	526	human
HSF2B_HUMAN	334	human
KI21B_HUMAN	1637	human
PLCH2_HUMAN	1416	human
SRGP2_HUMAN	1071	human
PLXA2_HUMAN	1894	human
CAPON_HUMAN	506	human
IGSF3_HUMAN	1194	human
SDC3_HUMAN	442	human
AUXI_HUMAN	913	human
XYLK_HUMAN	409	human
TMCC2_HUMAN	709	human
FKTN_HUMAN	461	human
LRP3_HUMAN	770	human
ADA23_HUMAN	832	human
ADA11_HUMAN	769	human
MTG16_HUMAN	653	human
WDR1_HUMAN	606	human
FZD7_HUMAN	574	human
SLIT1_HUMAN	1534	human
SLIT3_HUMAN	1523	human
LRP4_HUMAN	1905	human
AOC2_HUMAN	756	human
ATP9A_HUMAN	1047	human
LDB3_HUMAN	727	human
N4BP1_HUMAN	896	human
ROCK2_HUMAN	1388	human
MFA3L_HUMAN	409	human
CLAP2_HUMAN	1294	human
PTCD1_HUMAN	700	human
COBL_HUMAN	1261	human
ASTN2_HUMAN	1339	human
CPNE3_HUMAN	537	human
ZBED4_HUMAN	1171	human
DEPD5_HUMAN	1603	human
ATG13_HUMAN	517	human
ICOSL_HUMAN	302	human
LIPA3_HUMAN	1194	human
HIP1R_HUMAN	1068	human
OBSL1_HUMAN	1896	human
BRE1B_HUMAN	1001	human
PHF2_HUMAN	1096	human
ZC11A_HUMAN	810	human
RFIP3_HUMAN	756	human
CAND2_HUMAN	1236	human
SOCS5_HUMAN	536	human
NPHP4_HUMAN	1426	human
KDM4A_HUMAN	1064	human
DJC13_HUMAN	2243	human
PHAR2_HUMAN	634	human
PP6R2_HUMAN	966	human
ATS4_HUMAN	837	human
CNOT3_HUMAN	753	human
CREST_HUMAN	396	human
ANR17_HUMAN	2603	human
SIN3B_HUMAN	1162	human
AT2C2_HUMAN	946	human
DNJB6_HUMAN	326	human
XYLB_HUMAN	536	human
PX11A_HUMAN	247	human
LRP5_HUMAN	1615	human
TM127_HUMAN	238	human
COQ9_HUMAN	318	human
GGCT_HUMAN	188	human
NDUS7_HUMAN	213	human
GA45B_HUMAN	160	human
RTN2_HUMAN	545	human
NDUS2_HUMAN	463	human
CAD16_HUMAN	829	human
GLRA3_HUMAN	464	human
ZPR1_HUMAN	459	human
UBP12_HUMAN	370	human
DUS11_HUMAN	330	human
NIPS2_HUMAN	286	human
SNN_HUMAN	88	human
SEM7A_HUMAN	666	human
HMMR_HUMAN	724	human
LIPA2_HUMAN	1257	human
CILP1_HUMAN	1184	human
PDCD6_HUMAN	191	human
LX12B_HUMAN	701	human
GCYB2_HUMAN	617	human
FKBP6_HUMAN	327	human
TBCA_HUMAN	108	human
VATG1_HUMAN	118	human
VPS4B_HUMAN	444	human
ENTP6_HUMAN	484	human
ENTP3_HUMAN	529	human
ENTP5_HUMAN	428	human
PROP1_HUMAN	226	human
ZN217_HUMAN	1048	human
PITX3_HUMAN	302	human
TP4A3_HUMAN	173	human
AVIL_HUMAN	819	human
H2AY_HUMAN	369	human
SH3L1_HUMAN	114	human
FLNB_HUMAN	2602	human
NCOR1_HUMAN	2440	human
VAMP4_HUMAN	141	human
NDUS6_HUMAN	124	human
PEX14_HUMAN	377	human
TRIM3_HUMAN	744	human
ULK1_HUMAN	1050	human
TULP3_HUMAN	442	human
LAT3_HUMAN	559	human
CISY_HUMAN	466	human
SC22B_HUMAN	215	human
DEAF1_HUMAN	565	human
PR40A_HUMAN	957	human
HYPM_HUMAN	117	human
TACC1_HUMAN	805	human
NDK6_HUMAN	186	human
DPOLQ_HUMAN	2590	human
CDC45_HUMAN	566	human
GGYF1_HUMAN	1035	human
MSPD3_HUMAN	235	human
LRCH4_HUMAN	683	human
MTX2_HUMAN	263	human
VP26A_HUMAN	327	human
NDUB1_HUMAN	58	human
MPPB_HUMAN	489	human
TECTA_HUMAN	2155	human
MAF_HUMAN	373	human
USH2A_HUMAN	5202	human
SAP30_HUMAN	220	human
MED24_HUMAN	989	human
KTNA1_HUMAN	491	human
RDH16_HUMAN	317	human
ERN1_HUMAN	977	human
E2F6_HUMAN	281	human
CRLF1_HUMAN	422	human
NR1I2_HUMAN	434	human
LGR5_HUMAN	907	human
PSIP1_HUMAN	530	human
ERLN1_HUMAN	348	human
TAD2A_HUMAN	443	human
SUPT3_HUMAN	317	human
GPC4_HUMAN	556	human
NDUS3_HUMAN	264	human
SRS10_HUMAN	262	human
GEMI_HUMAN	209	human
CLN5_HUMAN	358	human
HSBP1_HUMAN	76	human
CLD11_HUMAN	207	human
TNR21_HUMAN	655	human
ECI2_HUMAN	394	human
KHDR3_HUMAN	346	human
TADA3_HUMAN	432	human
TAF5L_HUMAN	589	human
EED_HUMAN	441	human
BAF_HUMAN	89	human
SF3B1_HUMAN	1304	human
CSDE1_HUMAN	798	human
DAB1_HUMAN	588	human
WBP4_HUMAN	376	human
SG2A1_HUMAN	95	human
STX11_HUMAN	287	human
SKAP2_HUMAN	359	human
JERKY_HUMAN	556	human
PRKRA_HUMAN	313	human
RF1M_HUMAN	445	human
RPC9_HUMAN	148	human
ITA10_HUMAN	1167	human
LRP6_HUMAN	1613	human
KS6A5_HUMAN	802	human
MED6_HUMAN	246	human
MYCB2_HUMAN	4678	human
FOXH1_HUMAN	365	human
PGRP1_HUMAN	196	human
KBL_HUMAN	419	human
SPAG6_HUMAN	509	human
GCM2_HUMAN	506	human
UBP2_HUMAN	605	human
NPM3_HUMAN	178	human
LYPA1_HUMAN	230	human
LFTY1_HUMAN	366	human
ERAL1_HUMAN	437	human
DEDD_HUMAN	318	human
PRDM1_HUMAN	825	human
REM1_HUMAN	298	human
CREG1_HUMAN	220	human
UPK3A_HUMAN	287	human
FCN3_HUMAN	299	human
CTAG2_HUMAN	210	human
U520_HUMAN	2136	human
MTU1_HUMAN	421	human
TIPRL_HUMAN	272	human
OFD1_HUMAN	1012	human
TM1L1_HUMAN	476	human
KS6A4_HUMAN	772	human
RFPL1_HUMAN	317	human
RFPL2_HUMAN	378	human
RFPL3_HUMAN	317	human
SURF6_HUMAN	361	human
PPM1B_HUMAN	479	human
ADAP1_HUMAN	374	human
UTP20_HUMAN	2785	human
NU155_HUMAN	1391	human
XRP2_HUMAN	350	human
CXB3_HUMAN	270	human
STK16_HUMAN	305	human
WDHD1_HUMAN	1129	human
CRTAP_HUMAN	401	human
S2512_HUMAN	678	human
P3C2G_HUMAN	1486	human
S22A3_HUMAN	556	human
B3GL1_HUMAN	331	human
TRPA1_HUMAN	1119	human
RA51D_HUMAN	328	human
PALM_HUMAN	387	human
RHBL1_HUMAN	438	human
RENR_HUMAN	350	human
GRAP2_HUMAN	330	human
RNH2A_HUMAN	299	human
CD123_HUMAN	336	human
UDB17_HUMAN	530	human
ZMY10_HUMAN	440	human
PR15A_HUMAN	674	human
CAN15_HUMAN	1086	human
BCAR3_HUMAN	825	human
POP7_HUMAN	140	human
RPP40_HUMAN	363	human
EIF3G_HUMAN	320	human
EIF3J_HUMAN	258	human
CBR3_HUMAN	277	human
CNMD_HUMAN	334	human
PSD10_HUMAN	226	human
CIB2_HUMAN	187	human
KLF7_HUMAN	302	human
UPK1B_HUMAN	260	human
AP1G2_HUMAN	785	human
FACE1_HUMAN	475	human
SC5D_HUMAN	299	human
PPR37_HUMAN	691	human
TPC6A_HUMAN	159	human
CEAM4_HUMAN	244	human
IDHC_HUMAN	414	human
GATB_HUMAN	557	human
SCO1_HUMAN	301	human
CP7B1_HUMAN	506	human
ATRN_HUMAN	1429	human
RBBP9_HUMAN	186	human
STAM2_HUMAN	525	human
TNF13_HUMAN	250	human
AL1L1_HUMAN	902	human
TUSC2_HUMAN	110	human
ST1C4_HUMAN	302	human
GABR2_HUMAN	941	human
MMP23_HUMAN	390	human
DGAT1_HUMAN	488	human
SOAT2_HUMAN	522	human
CCNK_HUMAN	580	human
DHRS3_HUMAN	302	human
DGKI_HUMAN	1057	human
PAK3_HUMAN	559	human
PRAF3_HUMAN	188	human
RGS9_HUMAN	674	human
SERF1_HUMAN	110	human
DYSF_HUMAN	2080	human
PIAS1_HUMAN	651	human
PIAS2_HUMAN	621	human
SPF27_HUMAN	225	human
DCTN3_HUMAN	186	human
BODG_HUMAN	387	human
DNJC8_HUMAN	253	human
SPF30_HUMAN	238	human
RAD17_HUMAN	681	human
ATP5H_HUMAN	161	human
LYZL6_HUMAN	148	human
CABYR_HUMAN	493	human
FLOT1_HUMAN	427	human
CDKA2_HUMAN	126	human
TRIO_HUMAN	3097	human
AKAP3_HUMAN	853	human
MPDZ_HUMAN	2070	human
SNPC5_HUMAN	98	human
CBPD_HUMAN	1380	human
SASH3_HUMAN	380	human
GLRX3_HUMAN	335	human
KRT34_HUMAN	394	human
KRT36_HUMAN	467	human
KRT37_HUMAN	449	human
KRT38_HUMAN	456	human
RL1D1_HUMAN	490	human
WFS1_HUMAN	890	human
ANXA9_HUMAN	345	human
CLPX_HUMAN	633	human
NCTR1_HUMAN	304	human
CDKL5_HUMAN	960	human
NEBL_HUMAN	1014	human
NEUL1_HUMAN	574	human
S14L2_HUMAN	403	human
STC2_HUMAN	302	human
ERG24_HUMAN	418	human
RNF8_HUMAN	485	human
SYUG_HUMAN	127	human
CIAO1_HUMAN	339	human
PDE5A_HUMAN	875	human
DFFB_HUMAN	338	human
CCN5_HUMAN	250	human
ZFAN5_HUMAN	213	human
RGS20_HUMAN	388	human
S22A5_HUMAN	557	human
PDE9A_HUMAN	593	human
BEST1_HUMAN	585	human
FGF18_HUMAN	207	human
SRP72_HUMAN	671	human
JTB_HUMAN	146	human
CYTF_HUMAN	145	human
DXO_HUMAN	396	human
TRPM2_HUMAN	1503	human
DDAH1_HUMAN	285	human
RECQ4_HUMAN	1208	human
RECQ5_HUMAN	991	human
RMP_HUMAN	535	human
B3GA3_HUMAN	335	human
ST17B_HUMAN	372	human
ECM2_HUMAN	699	human
MTA2_HUMAN	668	human
DPM2_HUMAN	84	human
AQP8_HUMAN	261	human
CNTN5_HUMAN	1100	human
UBP1_HUMAN	785	human
AL1A2_HUMAN	518	human
STK10_HUMAN	968	human
ACL6B_HUMAN	426	human
KPCD3_HUMAN	890	human
GFPT2_HUMAN	682	human
RGS11_HUMAN	467	human
TPPP_HUMAN	219	human
BAIP3_HUMAN	1187	human
SLIT2_HUMAN	1529	human
ATG12_HUMAN	140	human
NOL4_HUMAN	638	human
LTN1_HUMAN	1766	human
AT10B_HUMAN	1461	human
TOM70_HUMAN	608	human
PKHG5_HUMAN	1006	human
IPO13_HUMAN	963	human
DDHD2_HUMAN	711	human
MYO1D_HUMAN	1006	human
TOX4_HUMAN	621	human
DEND_HUMAN	711	human
MICA2_HUMAN	1957	human
SC24D_HUMAN	1032	human
NFASC_HUMAN	1347	human
ST65G_HUMAN	414	human
FCSD2_HUMAN	740	human
UFL1_HUMAN	794	human
SRBS2_HUMAN	1100	human
TMCC1_HUMAN	653	human
PHF14_HUMAN	948	human
SASH1_HUMAN	1247	human
CSCL1_HUMAN	807	human
FARP2_HUMAN	1054	human
UBXN7_HUMAN	489	human
KLH18_HUMAN	574	human
ZN432_HUMAN	652	human
LRIG2_HUMAN	1065	human
TOX_HUMAN	526	human
SUN1_HUMAN	785	human
ERLN2_HUMAN	339	human
PRP6_HUMAN	941	human
DKK1_HUMAN	266	human
AGRL1_HUMAN	1474	human
ABCA8_HUMAN	1621	human
PCF11_HUMAN	1555	human
FRYL_HUMAN	3013	human
NFAT5_HUMAN	1531	human
CDK14_HUMAN	469	human
GLCE_HUMAN	617	human
GLSK_HUMAN	669	human
HAUS5_HUMAN	633	human
ABLM3_HUMAN	683	human
SLIK3_HUMAN	977	human
RNF37_HUMAN	541	human
KDM4B_HUMAN	1096	human
RHBT3_HUMAN	611	human
SO2B1_HUMAN	709	human
MTCL2_HUMAN	1661	human
UBP19_HUMAN	1318	human
WDR47_HUMAN	919	human
TRI37_HUMAN	964	human
AP2A2_HUMAN	939	human
SC31A_HUMAN	1220	human
CMTA2_HUMAN	1202	human
CSTN1_HUMAN	981	human
CE152_HUMAN	1710	human
ARHGF_HUMAN	841	human
SLIK5_HUMAN	958	human
HEXI1_HUMAN	359	human
SOX30_HUMAN	753	human
UPP2_HUMAN	317	human
OR2A4_HUMAN	310	human
ZO3_HUMAN	919	human
INMT_HUMAN	263	human
DIRA1_HUMAN	198	human
RPP14_HUMAN	124	human
CCNB2_HUMAN	398	human
KCNK2_HUMAN	426	human
YIF1A_HUMAN	293	human
UBR5_HUMAN	2799	human
REC8_HUMAN	547	human
FSBP_HUMAN	299	human
NKX22_HUMAN	273	human
SCAF4_HUMAN	1147	human
ZN202_HUMAN	648	human
S1PR2_HUMAN	353	human
NDUB6_HUMAN	128	human
MFN2_HUMAN	757	human
DUS14_HUMAN	198	human
SPN1_HUMAN	360	human
TNF15_HUMAN	251	human
RIMB1_HUMAN	1857	human
ARK73_HUMAN	331	human
UBE4B_HUMAN	1302	human
ZFPL1_HUMAN	310	human
ELP1_HUMAN	1332	human
GBRAP_HUMAN	117	human
NDUA3_HUMAN	84	human
NDUB4_HUMAN	129	human
NDUB8_HUMAN	186	human
SCEL_HUMAN	688	human
NDUB2_HUMAN	105	human
CAC1H_HUMAN	2353	human
NDUA7_HUMAN	113	human
VAMP5_HUMAN	116	human
UNC5C_HUMAN	931	human
CSPG5_HUMAN	566	human
RTN3_HUMAN	1032	human
KLHL2_HUMAN	593	human
RHIT_HUMAN	554	human
LETM1_HUMAN	739	human
PCDH8_HUMAN	1070	human
EPN2_HUMAN	641	human
STBD1_HUMAN	358	human
LERL1_HUMAN	131	human
ZRAB2_HUMAN	330	human
SNX4_HUMAN	450	human
ZWINT_HUMAN	277	human
VENTX_HUMAN	258	human
LC7L3_HUMAN	432	human
KI20A_HUMAN	890	human
APOL3_HUMAN	402	human
LRAT_HUMAN	230	human
SPDEF_HUMAN	335	human
KIF4A_HUMAN	1232	human
MBD4_HUMAN	580	human
MTMR5_HUMAN	1868	human
GOSR1_HUMAN	250	human
KAT7_HUMAN	611	human
MRP6_HUMAN	1503	human
I18RA_HUMAN	599	human
GA45G_HUMAN	159	human
UCP5_HUMAN	325	human
KCNH1_HUMAN	989	human
ATE1_HUMAN	518	human
PDE8B_HUMAN	885	human
5HT3B_HUMAN	441	human
GRP1_HUMAN	797	human
TNKS1_HUMAN	1327	human
CCDB1_HUMAN	360	human
LYPD3_HUMAN	346	human
EPM2A_HUMAN	331	human
KCNK5_HUMAN	499	human
VAPB_HUMAN	243	human
RASL1_HUMAN	804	human
SNAPN_HUMAN	136	human
MPZL1_HUMAN	269	human
NDUC2_HUMAN	119	human
NDUAA_HUMAN	355	human
FKBP9_HUMAN	570	human
CELF2_HUMAN	508	human
PAPS2_HUMAN	614	human
ABCBB_HUMAN	1321	human
SIX3_HUMAN	332	human
SMC2_HUMAN	1197	human
ATG7_HUMAN	703	human
TACC2_HUMAN	2948	human
TRI16_HUMAN	564	human
SYFM_HUMAN	451	human
ZBT7A_HUMAN	584	human
LYPA2_HUMAN	231	human
IPO7_HUMAN	1038	human
ARI2_HUMAN	493	human
CXB5_HUMAN	273	human
TFIP8_HUMAN	198	human
M3K6_HUMAN	1288	human
CCN4_HUMAN	367	human
CCN6_HUMAN	354	human
GDF11_HUMAN	407	human
SLU7_HUMAN	586	human
BMP10_HUMAN	424	human
AGM1_HUMAN	542	human
GCNT3_HUMAN	438	human
MOCS3_HUMAN	460	human
RPGF3_HUMAN	923	human
UTS2_HUMAN	124	human
CD2B2_HUMAN	341	human
MED26_HUMAN	600	human
ZFYV9_HUMAN	1425	human
CNIH1_HUMAN	144	human
TNF6B_HUMAN	300	human
ZIC2_HUMAN	532	human
BRI3_HUMAN	125	human
SOX14_HUMAN	240	human
SVIL_HUMAN	2214	human
PIGN_HUMAN	931	human
PPN_HUMAN	1278	human
BAG4_HUMAN	457	human
AHSA1_HUMAN	338	human
NPT2B_HUMAN	690	human
APOM_HUMAN	188	human
LCA5L_HUMAN	670	human
ATS2_HUMAN	1211	human
CXB6_HUMAN	261	human
PARN_HUMAN	639	human
PSMG1_HUMAN	288	human
MATN4_HUMAN	622	human
LARG1_HUMAN	756	human
FMNL1_HUMAN	1100	human
GNAS3_HUMAN	245	human
SGPL1_HUMAN	568	human
CLD7_HUMAN	211	human
SIX6_HUMAN	246	human
CNEP1_HUMAN	244	human
ABCA1_HUMAN	2261	human
G6PE_HUMAN	791	human
CLD9_HUMAN	217	human
SC24A_HUMAN	1093	human
SC24B_HUMAN	1268	human
AGRL2_HUMAN	1459	human
VNN1_HUMAN	513	human
VNN2_HUMAN	520	human
CLD14_HUMAN	239	human
CBX6_HUMAN	412	human
GTR10_HUMAN	541	human
NADK_HUMAN	446	human
TYDP2_HUMAN	362	human
SFT2B_HUMAN	160	human
MPC2_HUMAN	127	human
MET18_HUMAN	372	human
ETHE1_HUMAN	254	human
ACSL3_HUMAN	720	human
KLF8_HUMAN	359	human
RPA1_HUMAN	1720	human
PCNT_HUMAN	3336	human
YETS4_HUMAN	227	human
ADCY5_HUMAN	1261	human
CNOT4_HUMAN	575	human
STABP_HUMAN	424	human
NET1_HUMAN	604	human
FSTL3_HUMAN	263	human
CPSF4_HUMAN	269	human
NFAC1_HUMAN	943	human
VATG2_HUMAN	118	human
ASML_HUMAN	621	human
ECEL1_HUMAN	775	human
CDS2_HUMAN	445	human
EYA4_HUMAN	639	human
K2C75_HUMAN	551	human
CEP43_HUMAN	399	human
BRD1_HUMAN	1058	human
APBB3_HUMAN	486	human
RPP29_HUMAN	220	human
LY86_HUMAN	162	human
HERC2_HUMAN	4834	human
CXL14_HUMAN	111	human
RAB3D_HUMAN	219	human
ERR2_HUMAN	433	human
SNP29_HUMAN	258	human
CRTAM_HUMAN	393	human
CPNE6_HUMAN	557	human
OXSR1_HUMAN	527	human
GGPPS_HUMAN	300	human
FGF19_HUMAN	216	human
LDOC1_HUMAN	146	human
SEM4F_HUMAN	770	human
PTBP3_HUMAN	552	human
IL33_HUMAN	270	human
STR3N_HUMAN	234	human
LSM8_HUMAN	96	human
AP2A1_HUMAN	977	human
WIZ_HUMAN	1651	human
RIGI_HUMAN	925	human
ZMYM6_HUMAN	1325	human
STAU1_HUMAN	577	human
TTC4_HUMAN	387	human
NDST3_HUMAN	873	human
TM50A_HUMAN	157	human
CAVN2_HUMAN	425	human
CER1_HUMAN	267	human
BAG2_HUMAN	211	human
BAG3_HUMAN	575	human
M4K4_HUMAN	1239	human
DCMC_HUMAN	493	human
QORL1_HUMAN	349	human
AIFM1_HUMAN	613	human
CLD1_HUMAN	211	human
CLIC3_HUMAN	236	human
EMAL2_HUMAN	649	human
LATS1_HUMAN	1130	human
GNA14_HUMAN	355	human
GUC1C_HUMAN	209	human
UCP4_HUMAN	323	human
NUD14_HUMAN	222	human
TSN15_HUMAN	294	human
TSN12_HUMAN	305	human
BPNT1_HUMAN	308	human
SNAI1_HUMAN	264	human
FADS2_HUMAN	444	human
DDAH2_HUMAN	285	human
G6B_HUMAN	241	human
LY66C_HUMAN	125	human
LY66D_HUMAN	133	human
ABHGA_HUMAN	558	human
GPAN1_HUMAN	356	human
FRITZ_HUMAN	746	human
TXD12_HUMAN	172	human
DLGP3_HUMAN	979	human
NOE2_HUMAN	454	human
TRUB2_HUMAN	331	human
ECD_HUMAN	644	human
MOT3_HUMAN	504	human
TTLL1_HUMAN	423	human
EPPI_HUMAN	133	human
SYF2_HUMAN	243	human
CBX7_HUMAN	251	human
TGM3L_HUMAN	706	human
TBX18_HUMAN	607	human
EOMES_HUMAN	686	human
NCTR2_HUMAN	276	human
TBX6_HUMAN	436	human
ONEC2_HUMAN	504	human
FTCD_HUMAN	541	human
ITGBL_HUMAN	494	human
FBLN4_HUMAN	443	human
SG1D1_HUMAN	90	human
LGI1_HUMAN	557	human
BY55_HUMAN	181	human
BMP15_HUMAN	392	human
S1PR4_HUMAN	384	human
RECK_HUMAN	971	human
MBD3_HUMAN	291	human
TOP3B_HUMAN	862	human
TCL1B_HUMAN	128	human
NUDT3_HUMAN	172	human
F107A_HUMAN	144	human
CH25H_HUMAN	272	human
AGR2_HUMAN	175	human
DRC4_HUMAN	478	human
APCL_HUMAN	2303	human
PTTG1_HUMAN	202	human
I18BP_HUMAN	194	human
BCL10_HUMAN	233	human
NDUBA_HUMAN	172	human
HAND1_HUMAN	215	human
CLPT1_HUMAN	669	human
ZBED1_HUMAN	694	human
MOC2B_HUMAN	188	human
TOM40_HUMAN	361	human
NAPSA_HUMAN	420	human
PX11B_HUMAN	259	human
PAK4_HUMAN	591	human
WNT11_HUMAN	354	human
DNAL4_HUMAN	105	human
CHK2_HUMAN	543	human
APBA3_HUMAN	575	human
ACL6A_HUMAN	429	human
CCNE2_HUMAN	404	human
B3GT4_HUMAN	378	human
NSD2_HUMAN	1365	human
MOC2A_HUMAN	88	human
HMHB1_HUMAN	41	human
CYB_HUMAN	380	human
CYB5_HUMAN	134	human
ADH1B_HUMAN	375	human
ADH1G_HUMAN	375	human
LDHA_HUMAN	332	human
AL1A1_HUMAN	501	human
DHE3_HUMAN	558	human
DYR_HUMAN	187	human
NB5R3_HUMAN	301	human
GSHR_HUMAN	522	human
COX1_HUMAN	513	human
COX2_HUMAN	227	human
